filename,label
dirty_2.jpg,1
clean_36.jpg,0
clean_31.jpg,0
dirty_69.jpg,1
clean_113.jpg,0
clean_102.jpg,0
clean_43.jpg,0
dirty_27.jpg,1
dirty_53.jpg,1
clean_55.jpg,0
clean_28.jpg,0
dirty_55.jpg,1
clean_103.jpg,0
dirty_31.jpg,1
dirty_22.jpg,1
dirty_118.jpg,1
clean_62.jpg,0
clean_51.jpg,0
dirty_66.jpg,1
clean_61.jpg,0
clean_99.jpg,0
dirty_92.jpg,1
dirty_4.jpg,1
clean_70.jpg,0
dirty_17.jpg,1
clean_54.jpg,0
dirty_52.jpg,1
dirty_11.jpg,1
clean_81.jpg,0
dirty_34.jpg,1
dirty_107.jpg,1
dirty_15.jpg,1
clean_94.jpg,0
dirty_90.jpg,1
dirty_18.jpg,1
dirty_60.jpg,1
dirty_74.jpg,1
clean_71.jpg,0
dirty_121.jpg,1
dirty_35.jpg,1
dirty_91.jpg,1
dirty_49.jpg,1
clean_8.jpg,0
dirty_124.jpg,1
dirty_37.jpg,1
dirty_64.jpg,1
dirty_33.jpg,1
clean_52.jpg,0
clean_107.jpg,0
clean_110.jpg,0
clean_24.jpg,0
clean_38.jpg,0
dirty_1.jpg,1
clean_7.jpg,0
dirty_99.jpg,1
dirty_86.jpg,1
dirty_12.jpg,1
dirty_67.jpg,1
dirty_36.jpg,1
dirty_8.jpg,1
clean_96.jpg,0
dirty_80.jpg,1
dirty_119.jpg,1
dirty_46.jpg,1
clean_92.jpg,0
clean_25.jpg,0
clean_45.jpg,0
dirty_98.jpg,1
clean_76.jpg,0
dirty_16.jpg,1
dirty_68.jpg,1
clean_78.jpg,0
dirty_6.jpg,1
clean_15.jpg,0
clean_87.jpg,0
clean_12.jpg,0
dirty_20.jpg,1
dirty_38.jpg,1
dirty_102.jpg,1
dirty_65.jpg,1
clean_1.jpg,0
clean_14.jpg,0
clean_90.jpg,0
dirty_41.jpg,1
clean_34.jpg,0
dirty_30.jpg,1
clean_39.jpg,0
dirty_32.jpg,1
clean_72.jpg,0
clean_13.jpg,0
dirty_95.jpg,1
clean_10.jpg,0
dirty_19.jpg,1
clean_97.jpg,0
dirty_57.jpg,1
clean_68.jpg,0
clean_50.jpg,0
dirty_61.jpg,1
clean_19.jpg,0
clean_53.jpg,0
clean_79.jpg,0
dirty_72.jpg,1
dirty_105.jpg,1
dirty_48.jpg,1
clean_84.jpg,0
clean_6.jpg,0
clean_91.jpg,0
clean_63.jpg,0
dirty_104.jpg,1
clean_20.jpg,0
clean_111.jpg,0
dirty_9.jpg,1
dirty_62.jpg,1
clean_69.jpg,0
clean_32.jpg,0
dirty_112.jpg,1
dirty_75.jpg,1
dirty_73.jpg,1
dirty_44.jpg,1
dirty_14.jpg,1
dirty_25.jpg,1
dirty_43.jpg,1
dirty_114.jpg,1
clean_11.jpg,0
clean_65.jpg,0
clean_58.jpg,0
clean_21.jpg,0
dirty_59.jpg,1
dirty_81.jpg,1
dirty_28.jpg,1
clean_82.jpg,0
dirty_54.jpg,1
dirty_47.jpg,1
dirty_70.jpg,1
clean_30.jpg,0
dirty_42.jpg,1
clean_9.jpg,0
clean_93.jpg,0
clean_95.jpg,0
dirty_24.jpg,1
clean_106.jpg,0
dirty_109.jpg,1
clean_109.jpg,0
clean_37.jpg,0
dirty_82.jpg,1
clean_22.jpg,0
clean_26.jpg,0
clean_85.jpg,0
clean_49.jpg,0
clean_60.jpg,0
dirty_101.jpg,1
clean_17.jpg,0
clean_5.jpg,0
dirty_7.jpg,1
dirty_45.jpg,1
dirty_115.jpg,1
clean_2.jpg,0
dirty_93.jpg,1
dirty_50.jpg,1
dirty_58.jpg,1
clean_75.jpg,0
dirty_78.jpg,1
clean_86.jpg,0
dirty_23.jpg,1
clean_3.jpg,0
clean_57.jpg,0
clean_42.jpg,0
dirty_88.jpg,1
dirty_56.jpg,1
clean_98.jpg,0
clean_100.jpg,0
dirty_40.jpg,1
dirty_113.jpg,1
dirty_122.jpg,1
clean_74.jpg,0
clean_64.jpg,0
clean_48.jpg,0
clean_108.jpg,0
dirty_120.jpg,1
clean_47.jpg,0
dirty_3.jpg,1
clean_16.jpg,0
dirty_29.jpg,1
dirty_96.jpg,1
clean_80.jpg,0
dirty_97.jpg,1
clean_29.jpg,0
dirty_110.jpg,1
dirty_89.jpg,1
dirty_116.jpg,1
clean_4.jpg,0
clean_40.jpg,0
dirty_85.jpg,1
dirty_13.jpg,1
dirty_26.jpg,1
clean_18.jpg,0
dirty_51.jpg,1
dirty_111.jpg,1
clean_35.jpg,0
dirty_108.jpg,1
dirty_10.jpg,1
dirty_84.jpg,1
dirty_103.jpg,1
clean_112.jpg,0
clean_27.jpg,0
clean_44.jpg,0
clean_67.jpg,0
dirty_100.jpg,1
dirty_71.jpg,1
dirty_5.jpg,1
clean_77.jpg,0
dirty_39.jpg,1
clean_59.jpg,0
clean_46.jpg,0
clean_104.jpg,0
dirty_83.jpg,1
dirty_77.jpg,1
dirty_79.jpg,1
clean_23.jpg,0
clean_101.jpg,0
dirty_63.jpg,1
dirty_94.jpg,1
dirty_117.jpg,1
dirty_87.jpg,1
clean_105.jpg,0
clean_56.jpg,0
clean_33.jpg,0
clean_73.jpg,0
dirty_106.jpg,1
dirty_21.jpg,1
clean_41.jpg,0
clean_66.jpg,0
clean_83.jpg,0
dirty_123.jpg,1
dirty_76.jpg,1
clean_88.jpg,0
clean_89.jpg,0
